village,room,size,direction,price,age,area,position,id
万科四季花城,3室1厅,14,西,2260,2007年建板楼,顺义,顺义城,BJ0004271624
澜西园三区,3室1厅,15,南,2260,2000年建板塔结合,顺义,顺义其它,BJ0004124418
金汉绿港四区,2室1厅,9,南,2290,2009年建板楼,顺义,顺义城,BJ0004389329
前进花园石门苑,4室1厅,15,南,2290,2004年建板塔结合,顺义,顺义城,BJ0004386565
石景苑,3室1厅,16,南,2290,2008年建板楼,顺义,顺义城,BJ0004386440
前进花园石门苑,3室1厅,12,南,2290,2004年建板楼,顺义,顺义城,BJ0004386138
石园北区,3室1厅,23,南,2360,1996年建板楼,顺义,顺义城,BJ0004373989
万科四季花城,3室1厅,13,南,2360,2008年建板楼,顺义,顺义城,BJ0004016631
义宾南区,4室1厅,12,东,2390,1999年建板楼,顺义,顺义城,BJ0004400116
空港吉祥花园,3室1厅,8,南,2390,2008年建板塔结合,顺义,后沙峪,BJ0004397794
空港吉祥花园,3室1厅,11,南,2430,2007年建板塔结合,顺义,后沙峪,BJ0004373002
三山新新家园,3室1厅,14,南,2430,2000年建板楼,顺义,后沙峪,BJ0004397395
万科四季花城,3室1厅,18,南,2460,2006年建板楼,顺义,顺义城,BJ0004383789
空港吉祥花园,3室1厅,16,南,2490,2007年建板塔结合,顺义,后沙峪,BJ0004400139
天竺花园,5室1厅,20,南,2490,1996年建板楼,顺义,天竺,BJ0004396983
建新北区,3室1厅,13,东,2490,1984年建板楼,顺义,顺义城,BJ0004373145
佳和宜园,1室0厅,47,南,2500,2009年建板塔结合,顺义,马坡,101103000000
双裕花园西区,3室1厅,15,南,2530,2003年建板楼,顺义,后沙峪,BJ0004124907
前进花园牡丹苑,3室1厅,15,南,2560,2010年建板楼,顺义,顺义城,BJ0003061607
前进花园石门苑,4室1厅,15,南,2590,2004年建板塔结合,顺义,顺义城,BJ0004386562
石园南区,2室1厅,41,南,2630,1994年建板楼,顺义,顺义城,BJ0004250872
翠竹新村,3室1厅,9,南,2660,2000年建板楼,顺义,中央别墅区,BJ0004372197
空港吉祥花园,3室1厅,13,南,2690,2007年建板塔结合,顺义,后沙峪,BJ0004404182
幸福西区,3室1厅,18,南,2690,2002年建板塔结合,顺义,顺义城,BJ0004363903
蓝天苑,5室1厅,17,南,2690,2004年建板塔结合,顺义,首都机场,BJ0004383949
观林阁,4室1厅,20,南,2730,随时看房,顺义,后沙峪,BJ0004382857
佳和宜园,1室1厅,48,南,2760,2009年建板塔结合,顺义,马坡,BJ0004283902
佳和宜园,1室1厅,48,南,2760,2009年建板塔结合,顺义,马坡,BJ0004283902
裕祥花园,4室1厅,14,南,2790,1999年建板楼,顺义,后沙峪,BJ0004405633
空港吉祥花园,3室1厅,20,北,2790,2007年建板塔结合,顺义,后沙峪,BJ0004400138
双裕花园西区,3室1厅,16,南,2790,1999年建板楼,顺义,后沙峪,BJ0004384688
焦各庄街2号院,1房间1卫,39,南,2800,2012年建板塔结合,顺义,顺义其它,101103000000
空港吉祥花园,3室1厅,10,南,2890,2007年建板塔结合,顺义,后沙峪,BJ0004398267
天竺花园,4室1厅,8,南,2930,1995年建板楼,顺义,天竺,BJ0004364651
蓝天苑,5室1厅,31,东,2930,2004年建板塔结合,顺义,首都机场,BJ0004383951
翠竹新村,3室1厅,12,南,2960,2000年建板楼,顺义,中央别墅区,BJ0004372198
蓝天苑,5室1厅,20,南,2990,2004年建板塔结合,顺义,首都机场,BJ0004383948
东亚首航国际,1房间1卫,40,东,3000,2013年建塔楼,顺义,顺义其它,101103000000
蓝星花园,4室1厅,16,南,3030,2005年建板楼,顺义,后沙峪,BJ0004374630
蓝天苑,5室1厅,22,南,3060,2004年建板塔结合,顺义,首都机场,BJ0004383947
双裕花园西区,4室1厅,15,南,3130,2003年建板楼,顺义,后沙峪,BJ0004371724
裕祥花园,3室1厅,14,南,3130,1999年建板楼,顺义,后沙峪,BJ0004362650
观林阁,4室1厅,15,南,3130,随时看房,顺义,后沙峪,BJ0004382854
建新北区,2室1厅,52,南,3200,1985年建板楼,顺义,顺义城,101103000000
怡馨家园,1室1厅,42,南,3200,2004年建板楼,顺义,顺义城,101103000000
江山赋,4室1厅,20,南,3290,2010年建板塔结合,顺义,后沙峪,BJ0004383702
石园南区,2室1厅,67,南 北,3300,1993年建板楼,顺义,顺义城,101103000000
金宝城北区,2室1厅,90,南 北,3300,2010年建板塔结合,顺义,马坡,101103000000
金汉绿港四区,3室1厅,23,南,3330,2009年建板楼,顺义,顺义城,BJ0004365339
义宾南区,2室1厅,61,南,3400,1988年建板楼,顺义,顺义城,101103000000
空港吉祥花园,2室1厅,11,北,3430,2007年建板塔结合,顺义,后沙峪,BJ0004398269
义宾北区,2室1厅,65,南 北,3500,1989年建板楼,顺义,顺义城,101103000000
裕龙四区,2室1厅,70,南 北,3600,2003年建板楼,顺义,顺义城,101103000000
滨河小区,2室1厅,59,南,3730,1994年建板楼,顺义,顺义城,BJ0004125379
石园南区,2室1厅,67,南,3760,1993年建板楼,顺义,顺义城,BJ0004395145
裕龙四区,2室1厅,70,南 北,3800,2003年建板楼,顺义,顺义城,101103000000
建新南区,2室1厅,56,南 北,3800,1988年建板楼,顺义,顺义城,101103000000
建新北区,2室1厅,55,南 北,3800,1981年建板楼,顺义,顺义城,101103000000
龙府花园,1室1厅,57,南 北,3800,2001年建板楼,顺义,顺义城,101103000000
双裕花园东区,1室1厅,63,南,3900,2005年建板楼,顺义,后沙峪,101103000000
建新南区,2室1厅,57,南,3900,2001年建板楼,顺义,顺义城,101103000000
建新北区,2室1厅,55,东,3990,1980年建板楼,顺义,顺义城,BJ0004271299
建新北区,2室1厅,55,东,3990,1980年建板楼,顺义,顺义城,BJ0004271299
西辛南区,2室1厅,68,南 北,4000,1994年建板楼,顺义,顺义城,101103000000
西辛南区,2室1厅,88,南 北,4000,1996年建板楼,顺义,顺义城,101103000000
双兴南区,2室1厅,82,南 北,4000,1998年建板楼,顺义,顺义城,101103000000
大东路住宅楼,2室1厅,49,东,4090,1987年建板楼,顺义,顺义城,BJ0004275140
建新北区,2室1厅,49,南,4090,1983年建板楼,顺义,顺义城,BJ0004124660
建新北区,2室1厅,50,南,4090,1983年建塔楼,顺义,顺义城,BJ0004124853
东亚创展国际,2房间1卫,58,东,4100,2014年建,顺义,后沙峪,101103000000
双兴南区,2室1厅,72,南,4130,1997年建板楼,顺义,顺义城,BJ0004393483
建新南区,1室1厅,55,北,4190,1987年建板楼,顺义,顺义城,BJ0004365949
东亚创展国际,2房间1卫,58,南,4200,2014年建,顺义,后沙峪,101103000000
中铁花溪渡,2室2厅,85,南 北,4200,2012年建板楼,顺义,马坡,101103000000
建新北区,1室1厅,63,南 北,4200,1990年建板楼,顺义,顺义城,101103000000
义宾北区,2室1厅,65,南,4290,1989年建板楼,顺义,顺义城,BJ0004399925
东兴一区,2室1厅,78,南 北,4300,1994年建板楼,顺义,顺义城,101103000000
前进花园一区,2室1厅,75,南,4330,2003年建板楼,顺义,顺义城,BJ0003734428
东兴一区,2室1厅,76,南,4390,1994年建板楼,顺义,顺义城,BJ0004347003
胜利小区,2室1厅,65,南,4430,1991年建板楼,顺义,顺义城,BJ0003915649
阳光水岸,2室1厅,88,南 北,4500,2009年建板楼,顺义,顺义城,101103000000
蓝海苑,1室1厅,88,南 北,4500,2006年建板塔结合,顺义,首都机场,101103000000
南竺园,2室1厅,58,南 北,4500,1994年建板楼,顺义,首都机场,101103000000
仓上小区,3室1厅,108,南 北,4500,1995年建板楼,顺义,顺义城,101103000000
西辛南区,2室1厅,68,南,4590,1994年建板楼,顺义,顺义城,BJ0004403232
金汉绿港五区,2室1厅,78,南,4700,2010年建塔楼,顺义,顺义城,101103000000
双兴南区,2室1厅,103,南 北,4700,2002年建板塔结合,顺义,顺义城,101103000000
南竺园,2室1厅,71,南,4760,1993年建板楼,顺义,首都机场,BJ0003986402
天裕昕园,2室1厅,96,南,4790,随时看房,顺义,中央别墅区,BJ0003708820
金汉绿港三区,2室1厅,79,东南,4800,2008年建板楼,顺义,顺义城,101103000000
广厦鑫苑,3室2厅,128,南 北,5000,2005年建板塔结合,顺义,顺义城,101103000000
中铁花溪渡,3室1厅,118,南 北,5000,2014年建板楼,顺义,马坡,101103000000
万科四季花城,2室1厅,98,南 北,5300,2008年建板楼,顺义,顺义城,101103000000
鲁能7号院颐景溪园,3室2厅,134,南 北,5500,2014年建板楼,顺义,马坡,101103000000
阿凯笛亚别院,2室2厅,91,南 北,6000,2011年建板楼,顺义,后沙峪,101103000000
北京方糖,3房间1卫,58,南,6000,2012年建板塔结合,顺义,后沙峪,101103000000
智地香蜜湾,2室1厅,92,南 北,6500,2010年建板塔结合,顺义,后沙峪,101103000000
金汉绿港一区,3室2厅,135,南 北,6500,2006年建板楼,顺义,顺义城,101103000000
米兰花园,2室2厅,97,东 西,6800,2004年建板楼,顺义,中央别墅区,101103000000
中粮祥云国际生活区,2房间1卫,59,南,6800,2013年建塔楼,顺义,后沙峪,101103000000
智地香蜜湾,2室1厅,91,南 北,7000,2010年建板塔结合,顺义,后沙峪,101103000000
双裕花园西区,3室1厅,110,南 西 北,7500,1999年建板楼,顺义,后沙峪,101103000000
阿凯笛亚别院,2室2厅,94,南 北,7500,2011年建板楼,顺义,后沙峪,101103000000
IDCITY艾迪城,3房间2卫,61,西,8000,随时看房,顺义,后沙峪,101103000000
裕祥花园,4室2厅,210,南 北,9500,1999年建板楼,顺义,后沙峪,101103000000
中粮祥云国际生活区,2室1厅,114,南,12500,2013年建板楼,顺义,后沙峪,101103000000
万通天竺新新家园,3室1厅,116,南 北,13000,2012年建板楼,顺义,天竺,101103000000
香花畦家园,2室1厅,112,南 北,13000,2007年建板楼,顺义,后沙峪,101103000000
京贸国际城西区,3室1厅,8,南,1490,2011年建塔楼,通州,武夷花园,BJ0004400705
龙鼎园,3室1厅,7,北,1490,2004年建板楼,通州,九棵树(家乐福),BJ0004392437
东潞苑,3室1厅,9,北,1530,1996年建板楼,通州,潞苑,BJ0004399001
融科香雪兰溪,3室1厅,8,北,1560,2010年建板楼,通州,马驹桥,BJ0004393169
海棠湾一期,5室1厅,8,北,1590,2011年建板塔结合,通州,临河里,BJ0004382199
紫荆园,3室1厅,10,北,1590,2001年建板楼,通州,武夷花园,BJ0004173608
紫荆园,3室1厅,10,北,1590,2001年建板楼,通州,武夷花园,BJ0004173608
运乔嘉园,6室1厅,11,南,1590,2004年建板楼,通州,乔庄,BJ0004393368
绣江南,4室1厅,9,北,1590,2005年建板楼,通州,梨园,BJ0004125198
绣江南,4室1厅,9,北,1590,2005年建板楼,通州,梨园,BJ0004125199
新翠景园,3室1厅,8,北,1590,2005年建板楼,通州,九棵树(家乐福),BJ0003959601
绣江南,4室1厅,9,北,1590,2005年建板楼,通州,梨园,BJ0004125198
绣江南,4室1厅,9,北,1590,2005年建板楼,通州,梨园,BJ0004125199
东亚瑞晶苑,3室1厅,8,北,1630,2009年建板塔结合,通州,马驹桥,BJ0003759300
京贸国际城西区,3室1厅,11,南,1630,2011年建塔楼,通州,武夷花园,BJ0004146146
东亚瑞晶苑,3室1厅,10,南,1630,2009年建板塔结合,通州,马驹桥,BJ0003906646
水仙园,3室1厅,13,北,1630,1998年建板楼,通州,武夷花园,BJ0004270487
水仙园,3室1厅,9,北,1630,1999年建板楼,通州,武夷花园,BJ0004272088
水仙园,5室1厅,10,北,1630,2000年建板楼,通州,武夷花园,BJ0004272564
融科香雪兰溪,3室1厅,9,北,1630,2010年建板楼,通州,马驹桥,BJ0004324669
蓝调沙龙东区,4室1厅,8,北,1630,2006年建板塔结合,通州,九棵树(家乐福),BJ0004268580
大方居,3室1厅,12,东,1660,2008年建板塔结合,通州,九棵树(家乐福),BJ0004402320
珠江逸景,3室1厅,11,东,1660,2009年建板塔结合,通州,马驹桥,BJ0004322428
京贸国际城西区,3室1厅,10,南,1660,2011年建塔楼,通州,武夷花园,BJ0004146147
融科香雪兰溪,3室1厅,8,北,1660,2009年建板楼,通州,马驹桥,BJ0004324579
紫荆园,3室1厅,9,北,1660,2001年建板楼,通州,武夷花园,BJ0004272324
大方居,3室1厅,12,东,1660,2008年建板塔结合,通州,九棵树(家乐福),BJ0004392667
东潞苑,3室1厅,14,南,1660,1996年建板楼,通州,潞苑,BJ0004384493
融科香雪兰溪,3室1厅,11,南,1690,2010年建板楼,通州,马驹桥,BJ0004324400
首开国风美仑,3室1厅,11,南,1690,板楼,通州,通州其它,BJ0004403031
西潞苑小区,3室1厅,9,北,1690,2001年建板楼,通州,北关,BJ0003919580
京贸国际城西区,3室1厅,11,南,1690,2011年建塔楼,通州,武夷花园,BJ0003909558
东潞苑,4室1厅,13,南,1690,1999年建板楼,通州,潞苑,BJ0004219564
紫荆园,3室1厅,13,南,1690,2001年建板楼,通州,武夷花园,BJ0004173607
武夷花园牡丹园,3室1厅,15,南,1690,2001年建板楼,通州,武夷花园,BJ0004273598
紫荆园,3室1厅,13,南,1690,2001年建板楼,通州,武夷花园,BJ0004173607
武夷花园牡丹园,3室1厅,15,南,1690,2001年建板楼,通州,武夷花园,BJ0004273598
京贸国际城东区,3室1厅,11,北,1690,2010年建板塔结合,通州,武夷花园,BJ0004128606
京贸国际城东区,3室1厅,11,北,1690,2010年建板塔结合,通州,武夷花园,BJ0004128606
运乔嘉园,6室1厅,14,南,1690,2004年建板楼,通州,乔庄,BJ0004393370
大方居,3室1厅,11,南,1690,2008年建板塔结合,通州,九棵树(家乐福),BJ0004392659
月季园,3室1厅,7,西南,1690,2009年建板塔结合,通州,武夷花园,BJ0004392121
新城乐居,3室1厅,7,北,1690,2012年建板塔结合,通州,临河里,BJ0003934565
中国铁建通瑞嘉苑,3室1厅,10,南,1690,板塔结合,通州,潞苑,BJ0004362014
云景里南大门,3室1厅,8,北,1690,1999年建板楼,通州,梨园,BJ0004384498
西潞苑小区,3室1厅,9,北,1730,1997年建板楼,通州,北关,BJ0004403431
东亚瑞晶苑,3室1厅,10,南,1730,2009年建板塔结合,通州,马驹桥,BJ0003906645
旗舰凯旋一期,4室1厅,10,南,1730,2005年建板楼,通州,九棵树(家乐福),BJ0004287821
荔景园,3室1厅,10,南,1730,2012年建塔楼,通州,武夷花园,BJ0004135581
水恋晶城,3室1厅,11,北,1730,2005年建板楼,通州,武夷花园,BJ0004397014
京贸国际城东区,3室1厅,9,南,1730,2010年建板塔结合,通州,武夷花园,BJ0004274676
京贸国际城东区,3室1厅,12,南,1730,2010年建板塔结合,通州,武夷花园,BJ0004274677
京贸国际城东区,3室1厅,9,北,1730,2010年建板塔结合,通州,武夷花园,BJ0004128605
荔景园,3室1厅,9,北,1730,2012年建塔楼,通州,武夷花园,BJ0004396883
荔景园,3室1厅,10,北,1730,2012年建塔楼,通州,武夷花园,BJ0004396884
京贸国际城东区,3室1厅,12,南,1730,2010年建板塔结合,通州,武夷花园,BJ0004274677
京贸国际城东区,3室1厅,9,北,1730,2010年建板塔结合,通州,武夷花园,BJ0004128605
旗舰凯旋一期,3室1厅,9,北,1730,2005年建板楼,通州,九棵树(家乐福),BJ0004127939
旗舰凯旋一期,3室1厅,9,北,1730,2005年建板楼,通州,九棵树(家乐福),BJ0004271852
运乔嘉园,6室1厅,11,北,1730,2004年建板楼,通州,乔庄,BJ0004393371
大方居,3室1厅,11,西,1730,2008年建板塔结合,通州,九棵树(家乐福),BJ0004181278
加华印象街,3室1厅,15,南,1730,2005年建板楼,通州,武夷花园,BJ0004334195
澜花语岸,4室1厅,8,北,1730,2003年建板楼,通州,潞苑,BJ0004389334
东潞苑,3室1厅,15,南,1730,1996年建板楼,通州,潞苑,BJ0004384719
融科香雪兰溪,3室1厅,11,南,1760,2010年建板楼,通州,马驹桥,BJ0004393168
融科香雪兰溪,3室1厅,11,南,1760,2010年建板楼,通州,马驹桥,BJ0004321577
融科钧廷,5室1厅,18,南,1760,2012年建板塔结合,通州,马驹桥,BJ0004402783
方恒东景,3室1厅,7,南,1760,2012年建板楼,通州,临河里,BJ0004403435
京贸国际城西区,3室1厅,11,东,1760,2011年建塔楼,通州,武夷花园,BJ0003733756
京贸国际城西区,3室1厅,11,东,1760,2011年建塔楼,通州,武夷花园,BJ0003733756
新潮嘉园一期,3室1厅,12,南,1760,2003年建板楼,通州,潞苑,BJ0004123554
京贸国际城东区,3室1厅,10,南,1760,2010年建板塔结合,通州,武夷花园,BJ0004128604
京贸国际城东区,3室1厅,12,南,1760,板塔结合,通州,武夷花园,BJ0004135586
水仙园,3室1厅,12,南,1760,1999年建板楼,通州,武夷花园,BJ0004272087
京贸国际城东区,3室1厅,10,南,1760,2010年建板塔结合,通州,武夷花园,BJ0004274674
荔景园,4室1厅,10,北,1760,2005年建板楼,通州,武夷花园,BJ0004137246
达富雅园,3室1厅,12,东,1760,2004年建板楼,通州,新华大街,BJ0004395562
荔景园,4室1厅,10,北,1760,2005年建板楼,通州,武夷花园,BJ0004137246
旗舰凯旋二三期,3室1厅,10,南,1760,2007年建板楼,通州,九棵树(家乐福),BJ0004127454
运乔嘉园,6室1厅,14,南,1760,2004年建板楼,通州,乔庄,BJ0004393367
运乔嘉园,6室1厅,13,南,1760,2004年建板楼,通州,乔庄,BJ0004393372
海棠湾一期,5室1厅,11,北,1760,2011年建板塔结合,通州,临河里,BJ0004392545
珠江东都国际,3室1厅,10,南,1760,2015年建板楼,通州,潞苑,BJ0003956504
京贸国际城西区,4室1厅,11,北,1790,2011年建板楼,通州,武夷花园,BJ0004125080
水仙园,4室1厅,12,北,1790,2000年建板楼,通州,武夷花园,BJ0004124462
久居雅园,4室1厅,10,西,1790,2005年建板塔结合,通州,临河里,BJ0004136896
西潞苑小区,3室1厅,9,南,1790,2001年建板楼,通州,北关,BJ0003919579
花涧溪,3室1厅,9,东,1790,2006年建板塔结合,通州,临河里,BJ0004399111
珠江拉维小镇,3室1厅,10,南,1790,2010年建板塔结合,通州,潞苑,BJ0004125405
水恋晶城,3室1厅,10,北,1790,2005年建板楼,通州,武夷花园,BJ0004194593
紫荆园,4室1厅,12,南,1790,2003年建板楼,通州,武夷花园,BJ0004372724
京贸国际城东区,3室1厅,9,北,1790,2010年建板塔结合,通州,武夷花园,BJ0004127176
京贸国际城东区,3室1厅,10,南,1790,板塔结合,通州,武夷花园,BJ0004135584
水恋晶城,3室1厅,12,南,1790,2005年建板楼,通州,武夷花园,BJ0004397013
京贸国际城东区,3室1厅,11,北,1790,2010年建板塔结合,通州,武夷花园,BJ0004127177
帅府园,3室1厅,8,南,1790,1994年建板楼,通州,新华大街,BJ0004377853
旗舰凯旋二三期,3室1厅,13,南,1790,2005年建板楼,通州,九棵树(家乐福),BJ0003977125
澜花语岸,4室1厅,10,北,1790,2003年建板楼,通州,潞苑,BJ0004389333
阿尔法社区二期,3室1厅,10,东,1790,2009年建板楼,通州,九棵树(家乐福),BJ0004388034
东潞苑,4室1厅,13,南,1790,1995年建板楼,通州,潞苑,BJ0004350824
翠福园,3室1厅,9,北,1790,2005年建板楼,通州,北关,BJ0004385213
群芳三园,3室1厅,9,南,1790,2000年建板楼,通州,梨园,BJ0004384484
时尚街区东区,4室1厅,6,北,1790,2004年建板塔结合,通州,梨园,BJ0004383921
西潞苑小区,3室1厅,13,南,1830,2000年建板楼,通州,北关,BJ0004221253
东亚瑞晶苑,3室1厅,10,南,1830,2009年建板楼,通州,马驹桥,BJ0004310222
加华印象街,3室1厅,14,北,1830,2004年建板楼,通州,武夷花园,BJ0004271932
水仙园,3室1厅,12,南,1830,2000年建板楼,通州,武夷花园,BJ0004271834
大方居,3室1厅,12,东,1830,2008年建板塔结合,通州,九棵树(家乐福),BJ0004392669
大方居,3室1厅,12,南,1830,2008年建板塔结合,通州,九棵树(家乐福),BJ0004392660
融科香雪兰溪,3室1厅,10,南,1830,2010年建板楼,通州,马驹桥,BJ0004322278
西马庄园,3室1厅,11,南,1830,2000年建板楼,通州,通州北苑,BJ0004356756
翠福园,3室1厅,12,南,1830,2005年建板楼,通州,北关,BJ0004385214
群芳三园,3室1厅,11,南,1830,2000年建板楼,通州,梨园,BJ0004384483
京贸国际城西区,3室1厅,11,南,1860,2011年建塔楼,通州,武夷花园,BJ0004403024
西上园三区,3室1厅,11,北,1860,2000年建板楼,通州,武夷花园,BJ0004403028
大方居,3室1厅,12,东,1860,2008年建板塔结合,通州,九棵树(家乐福),BJ0004402321
财富东方,3室1厅,13,东,1860,2007年建塔楼,通州,北关,BJ0004123619
财富东方,3室1厅,13,南,1860,2007年建塔楼,通州,北关,BJ0004123254
财富东方,3室1厅,13,南,1860,2007年建塔楼,通州,北关,BJ0004123254
珠江逸景,3室1厅,12,南,1860,2010年建板楼,通州,马驹桥,BJ0004322305
中仓小区,3室1厅,8,南,1860,1997年建板楼,通州,新华大街,BJ0004274716
阿尔法社区二期,3室1厅,14,南,1860,2009年建板楼,通州,九棵树(家乐福),BJ0004373270
阿尔法社区二期,3室1厅,12,南,1860,2009年建板楼,通州,九棵树(家乐福),BJ0003906926
旗舰凯旋二三期,3室1厅,19,南,1860,2008年建板楼,通州,九棵树(家乐福),BJ0004171640
云景里南大门,3室1厅,11,南,1860,1999年建板楼,通州,梨园,BJ0004384497
中仓小区,3室1厅,8,南,1890,1997年建板楼,通州,新华大街,BJ0004274717
西潞苑小区,3室1厅,12,南,1890,2002年建板楼,通州,北关,BJ0004271101
财富东方,3室1厅,12,东,1890,2007年建塔楼,通州,北关,BJ0003693964
西马庄园,5室1厅,13,南,1890,2001年建板楼,通州,通州北苑,BJ0004270709
逸秀名园,4室1厅,13,北,1890,2004年建板楼,通州,新华大街,BJ0002906955
珠江拉维小镇,3室1厅,12,南,1890,2010年建板塔结合,通州,潞苑,BJ0004124171
葛布店东里,3室1厅,12,南,1890,1998年建板楼,通州,果园,BJ0004398278
DBC加州小镇,3室1厅,10,北,1890,2005年建板楼,通州,临河里,BJ0004277277
月季园,3室1厅,14,南,1890,2010年建塔楼,通州,武夷花园,BJ0004171518
月季园,3室1厅,14,南,1890,2010年建塔楼,通州,武夷花园,BJ0004171518
京贸国际城东区,3室1厅,10,南,1890,2010年建板塔结合,通州,武夷花园,BJ0004127175
龙鼎园,3室1厅,9,东,1890,2005年建板塔结合,通州,九棵树(家乐福),BJ0004359241
云景里南大门,3室1厅,11,南,1890,1999年建板楼,通州,梨园,BJ0004393127
大方居,3室1厅,11,南,1890,2008年建板塔结合,通州,九棵树(家乐福),BJ0004392658
月季园,3室1厅,11,南,1890,2009年建板塔结合,通州,武夷花园,BJ0004392120
桃花岛,3室1厅,12,南,1890,2007年建板楼,通州,梨园,BJ0004349560
桃花岛,3室1厅,12,南,1890,2007年建板楼,通州,梨园,BJ0003460154
珠江逸景,3室1厅,14,南,1890,2009年建板楼,通州,马驹桥,BJ0004385300
西潞苑小区,3室1厅,9,南,1930,1997年建板楼,通州,北关,BJ0004403430
大方居,3室1厅,11,西,1930,2008年建板塔结合,通州,九棵树(家乐福),BJ0004402319
西马庄园,3室1厅,8,北,1930,1999年建板楼,通州,通州北苑,BJ0004128868
财富东方,3室1厅,16,东,1930,2007年建塔楼,通州,北关,BJ0004269456
西马庄园,4室1厅,7,北,1930,2000年建板楼,通州,通州北苑,BJ0004275690
西马庄园,5室1厅,13,南,1930,2001年建板楼,通州,通州北苑,BJ0004270707
西马庄园,5室1厅,9,南,1930,2001年建板楼,通州,通州北苑,BJ0004270708
新潮嘉园一期,3室1厅,13,南,1930,2003年建板楼,通州,潞苑,BJ0004269642
水仙园,3室1厅,16,南,1930,2000年建板楼,通州,武夷花园,BJ0004135591
阿尔法社区,3室1厅,17,西,1930,2008年建板楼,通州,九棵树(家乐福),BJ0004317794
加华印象街,3室1厅,13,北,1930,2005年建板楼,通州,武夷花园,BJ0004275665
加华印象街,3室1厅,19,南,1930,2005年建板楼,通州,武夷花园,BJ0004395527
阿尔法社区二期,3室1厅,14,南,1930,2009年建板楼,通州,九棵树(家乐福),BJ0004231203
阿尔法社区二期,3室1厅,18,南,1930,2009年建板楼,通州,九棵树(家乐福),BJ0004271613
大方居,3室1厅,11,西,1930,2008年建板塔结合,通州,九棵树(家乐福),BJ0004392666
瑞都公园世家南区,3室1厅,8,东南,1930,2009年建塔楼,通州,临河里,BJ0004392112
鼎晟国际,4室1厅,11,东,1930,2006年建板楼,通州,新华大街,BJ0004188526
方恒东景,3室1厅,8,南,1930,2012年建板楼,通州,临河里,BJ0004381804
京贸国际城西区,4室1厅,25,北,1960,2011年建塔楼,通州,武夷花园,BJ0004403023
鼎晟国际,4室1厅,8,东,1960,2004年建板楼,通州,新华大街,BJ0004300557
DBC加州小镇C区,3室1厅,11,北,1960,2010年建板楼,通州,临河里,BJ0004373660
阿尔法社区三期,3室1厅,14,南,1960,2010年建板楼,通州,九棵树(家乐福),BJ0004273970
新城阳光,3室1厅,13,南,1960,2007年建板楼,通州,梨园,BJ0004359454
西上园一区,3室1厅,13,南,1990,2003年建板楼,通州,武夷花园,BJ0004403033
方恒东景,3室1厅,8,南,1990,2012年建板楼,通州,临河里,BJ0004403434
世纪星城三期,3室1厅,10,北,1990,2008年建板楼,通州,通州北苑,BJ0004401688
华业东方玫瑰,3室1厅,8,南,1990,2012年建板楼,通州,临河里,BJ0004401588
西马庄园,3室1厅,10,南,1990,1999年建板楼,通州,通州北苑,BJ0004128867
新城阳光,3室1厅,10,北,1990,2007年建板楼,通州,梨园,BJ0004350826
旗舰凯旋二三期,3室1厅,17,南,1990,2008年建板楼,通州,九棵树(家乐福),BJ0004276097
运乔嘉园,4室1厅,12,南,1990,2004年建板塔结合,通州,乔庄,BJ0004393352
站前巴黎,1房间1卫,26,北,2000,2004年建板楼,通州,梨园,101103000000
新华联家园北区,3室1厅,12,南,2030,2004年建板楼,通州,果园,BJ0004374331
金地格林格林,3室1厅,8,南,2030,2013年建板楼,通州,北关,BJ0004364656
鼎晟国际,3室1厅,11,南,2030,2006年建塔楼,通州,新华大街,BJ0004270365
西潞苑小区,3室1厅,13,南,2030,2004年建板楼,通州,北关,BJ0004128426
潇雅居,4室1厅,15,西,2030,2002年建塔楼,通州,新华大街,BJ0004269825
蓝调沙龙东区,3室1厅,10,南,2030,2005年建板塔结合,通州,九棵树(家乐福),BJ0004392650
西潞苑小区,3室1厅,13,南,2030,1997年建板楼,通州,北关,BJ0004392203
海棠湾二期,3室1厅,11,东,2060,2011年建板塔结合,通州,临河里,BJ0004024501
阿尔法社区二期,3室1厅,12,南,2060,2009年建板楼,通州,九棵树(家乐福),BJ0004346451
西潞苑小区,3室1厅,13,南,2090,1997年建板楼,通州,北关,BJ0004403429
小潞邑,4室1厅,13,南,2090,2000年建板楼,通州,潞苑,BJ0003939577
中仓小区,3室1厅,12,南,2090,1997年建板楼,通州,新华大街,BJ0004274715
旗舰凯旋一期,3室1厅,18,南,2090,2005年建板楼,通州,九棵树(家乐福),BJ0004127940
紫荆园,3室1厅,23,南,2090,2001年建板楼,通州,武夷花园,BJ0004272325
阿尔法社区二期,3室1厅,17,西北,2090,2009年建板楼,通州,九棵树(家乐福),BJ0004125671
富河园,3室1厅,13,东,2090,2001年建板楼,通州,北关,BJ0004392314
瑞都公园世家南区,3室1厅,14,南,2090,2009年建塔楼,通州,临河里,BJ0004392113
阿尔法社区二期,3室1厅,10,南,2090,2009年建板楼,通州,九棵树(家乐福),BJ0004388033
运河明珠,4室1厅,8,东,2130,2005年建板塔结合,通州,武夷花园,BJ0004403030
怡佳家园,3室1厅,11,北,2130,2002年建塔楼,通州,新华大街,BJ0003216371
新华联家园南区,4室1厅,12,南,2130,2002年建板楼,通州,果园,BJ0004396562
西潞苑小区,3室1厅,13,南,2130,2001年建板楼,通州,北关,BJ0004270380
运乔嘉园,4室1厅,17,南,2160,2004年建板塔结合,通州,乔庄,BJ0004371551
